sizeCol,sizeRow,title,number,solution,difficulty,colClues,rowClues
50,75,Love,17891,http://static.nonograms.org/files/nonograms/large/lyubov22_12_1_1p.png,7/10," , , , , , , , ,10,11,1,10,16,3, , , ,1,6,2,1,7,8,4,2,1,3,2, , , , , ,1,6,1,2,4,6,4,3,2, , , , , ,1,6,2,1,4,3,3,4,4, , , , , , ,2,6,6,5,2,4,3,5, , , , , , , ,8,10,4,1,4,3,4, , , , , , ,2,2,14,4,3,1,2,4, , , , , , , ,5,9,2,6,4,5,2, , , , , , , ,1,2,6,3,4,7,8, , , , ,2,10,2,2,1,1,3,3,5,1, , , , , , , ,3,6,10,3,1,2,4, , , , , ,3,1,8,3,2,1,3,3,1, , , , ,2,2,5,3,2,2,2,6,1,1, , , , , ,2,5,2,3,2,3,2,6,2, , , , , , ,2,4,2,3,3,2,3,2, , , , , , ,2,2,2,3,2,11,2,3, , , , , ,2,1,1,8,3,4,3,2,3, , , , , , , ,4,2,2,11,4,5,2, , , , , , , , ,2,6,10,8,3,1, , , , , , ,5,3,8,3,3,5,4,2, , , , , , , ,4,8,2,3,4,4,2, , , , , , ,3,7,5,4,3,2,2,1, , , , , , ,2,4,2,4,4,4,3,1, , , , , , ,4,3,7,3,4,3,3,2, , , , , , ,6,8,3,4,2,1,2,3, , , , , , , ,2,11,4,4,3,2,4, , , , , , ,2,7,4,3,1,3,2,5, , , , , , , ,6,4,3,1,1,2,9, , , , , , , ,3,4,3,2,1,2,6, , , , , , ,2,7,2,1,1,1,2,6, , , , ,2,2,1,4,3,2,1,2,3,7, , , ,2,1,4,2,4,4,2,2,1,2,7, , , , ,2,3,3,6,5,3,2,5,2,8, , , , ,2,4,3,1,9,2,8,5,1,9, , ,2,5,3,5,1,5,1,2,7,6,2,9,3,2,3,6,6,4,1,2,2,3,1,6,3,9, ,3,1,2,2,4,3,5,1,2,3,12,3,10, , ,3,1,5,3,7,4,2,3,5,5,2,10,2,2,6,3,3,2,2,2,3,2,1,4,2,11, , ,4,1,5,2,3,2,2,4,5,4,2,10, , ,4,1,2,3,3,3,2,3,4,4,3,11, , ,2,3,1,3,2,3,2,4,5,4,3,11, , , , , , ,7,2,2,5,13,3,4,12, , , , , , ,2,3,1,3,4,17,3,13, , , , , , , ,5,2,8,8,2,3,13, , , , , , , , ,2,1,8,8,5,14, , , , , , , ,2,10,1,8,1,5,15, , , , , , , ,3,4,6,5,6,1,16, , , , , , , ,2,2,4,6,1,5,16, , , , , , , , , ,5,4,5,4,20"," , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , ,2,2, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,3,4,3,3,1,9, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , ,1,2,2,3,5,3,1,2,3,2,1,2, , , , , , , ,3,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1,2,5,3, , , ,2,2,2, , , , , , , , , , , , , , , , ,6,6, , ,9,4,4,2,1,5,1,1,4,7,10,7, , , , , , , ,3,4, ,3, , , , , , ,1, ,2, , , , ,3, , , ,1, ,1,2, ,7,3,2,2,3,5, ,1,2,1, , , , , , , , , , , , , ,6, , ,3,4,1,1,6,2,2,5,3,2,4,5,1,3,1,1,4, ,2, , , ,4,3,4,2,4, , , ,5,3,2,4, ,1,3,2, ,1,3,1, , ,3, ,9,8,1,1,2,2,2,4,1,2,3,2,5,5,6, ,7, , , ,1, , ,4,1, ,2, ,8,3,5,12,10,3,2,3,2,3,2,2,3,5,2,3,2,1,2,2,2, ,2,3,1,5,4,3, ,4,6,3,3,4,3,6,2,3,3,1,3,2,3,2, ,2,1,3,1,6,2,1,2,2,1,2,2,6,6,2,2,2, ,1, ,6,5,1, , ,1,1,4,2, ,4,1,4,7,6,2,8,2,2,5,3,5,4,2,3,3,3,7,7,2,3,2,3,11,1,1,8,3,3,3,3,3,3,3,3,3,10,2,4,3,2,1,4,3,2,2,1,1,1,3,2,14,10,9,6,1,1,1,1,5,8,3,15,2,6,2,2,1, , ,1,2,16,1,8,5,1,4,4,4,1,1,2,1,5,3,2,4,8,1,2,2,1,1,7,3,3,11,2,3,3,7,5,6,3,2,3,2,5,5,15,2,3,8,13,17,5,6,14,3,7,4,2,1,2,16,3,3,5,4,4,8,6,3,1,3,4,3,6,7,13,5,2, , ,1,12,2,6,8,5,9,5,5,4,5,3,1,6,2,3,1,1,2,4,4,5,13,12,3,4,15,2,3,3,3,2,1,9,5,5,2,3,2,2,4,3,4,3,3,1,1,2,1,17,2,13,2,2,13,1,1,1,1,3,4,5,7,8,10,14,17,18,20,23,24,25,29,27,26"
110,70,Madonna,17964,http://static.nonograms.org/files/nonograms/large/madonna4_12_1_1p.png,7/10," , , , , , , , , , , ,26,14,19,4, , , , , , , , , , ,24,16,6,10,3, , , , , , , , ,19,1,4,5,1,5,2, , , , , , , , , ,20,1,4,8,2,3, , , , , , , , , , , ,17,3,9,3, , , , , , , , ,17,3,2,2,1,8,3, , , , , , , ,15,3,2,1,4,1,6,2, , , , , ,13,3,1,1,2,3,1,2,5,3, , , , , , , ,12,3,1,7,11,2,4,2, ,9,1,2,4,2,1,5,6,1,5,2,1,2,1, , , , , ,8,1,3,4,1,5,11,3,6,1, , , , ,7,4,4,2,6,5,2,2,2,2,6, , , , , , , ,6,4,7,5,5,11,1,8, , , , , , , , ,5,1,5,3,24,2,5, , , , , , , , ,4,1,6,25,5,2,5, , , , , , , , ,4,7,1,2,19,10,7, , , , , , , ,3,1,5,2,4,31,3,2, , , , , , , , , ,3,1,5,35,4,1, , , , , , , , ,2,1,1,6,3,35,5, , , , , ,2,5,5,2,8,2,2,17,2,6, , , ,3,1,3,5,13,1,8,3,5,2,1,7,4,2,5,7,6,1,1,2,1,1,6,1,1,9,1, , , , , , , , ,2,1,5,12,1,10,11, , , , , , , , ,2,3,4,12,8,1,10, , , , , , ,2,2,2,9,2,1,5,1,7, , , , , , , , , , ,5,13,7,1,8, , , , , , , , ,5,6,10,7,5,2,4, , , , , , , , , ,5,17,2,1,1,14, , , , , , , , ,1,3,2,1,12,9,10, , , , , , , , ,7,12,1,1,6,1,2, , , , , , , , , ,5,1,12,1,5,3, , , , , , , , , , ,6,12,1,9,3, , , , , , , , , ,6,1,12,2,4,10, , , , , , , , , , ,5,11,2,5,6, , , , , , , , , ,5,9,1,6,2,3, , , , , , , , , ,5,3,4,9,1,3, , , , , , , , , , , , ,5,8,17, , , , , , , , , , ,6,7,8,4,1, , , , , , , , , , , ,4,8,9,3, , , , , , , , , , ,6,5,1,12,4, , , , , , , , , ,7,6,5,8,3,2, , , , , , , , , , ,7,14,5,12,6, , , , , , , , , ,9,7,8,5,2,19, , , , , , , , ,9,5,6,6,14,1,4, , , , , , , , ,10,4,2,7,1,18,3, , , , , , , , ,12,1,9,3,2,19,6, , , , , ,12,1,13,2,2,3,3,3,6,5, , , , , , ,2,8,5,3,5,5,3,2,5, , , , , , , ,2,7,3,4,6,7,4,3, , , , , ,2,6,5,5,3,1,1,5,3,3, , , , , , ,2,5,7,2,1,1,1,2,3, , , , , , , , ,2,3,2,1,2,5,3, , , , , , , , ,1,1,3,1,2,5,4, , , , , , , , , , ,2,2,2,2,9, , , , , , , , , , ,5,1,3,2,10, , , , , , , , , ,4,2,1,2,1,10, , , , , , , , , , , ,4,1,5,11, , , , , , , , , , ,6,3,4,1,10, , , , , , , , , ,10,5,1,1,8,3, , , , , , , ,13,4,2,2,3,4,1,1, , , , , , , ,1,11,4,1,1,4,3,1, , , , ,2,5,3,5,2,1,1,1,1,1,2, , , , , , , ,2,9,1,5,3,2,4,3, , , , , ,1,1,3,1,7,2,3,2,4,3, , , , , , , , , ,3,1,11,5,4,5, , , , , , , , , ,5,3,3,9,3,4, , , , , , , ,1,4,9,2,2,2,2,5, , , , , , ,2,1,1,11,1,2,1,3,2, , , , , ,1,12,2,1,7,2,5,5,1,1, , , , , , , , ,3,13,1,20,5,3,2, , , , , , ,3,1,10,2,2,18,1,4,3, , , , , ,3,13,2,1,7,1,4,1,5,3, , , , ,8,8,2,1,5,1,1,1,2,6,2, , , ,13,3,3,2,1,4,4,3,3,1,3,1, , , , , , , ,12,4,3,1,1,11,6,3, , , , , , , , , ,17,6,8,1,4,4, , , , , ,6,4,5,3,2,1,1,2,3,4, , , , , , , , , ,10,5,5,2,7,5, , , , , , , , ,10,1,2,4,2,8,4, , , , , , , ,8,2,3,3,2,2,7,3, , , , , , , , ,6,3,5,3,1,12,4, , , , , , , , , , ,2,5,3,7,14, , , , , , ,10,6,3,2,1,2,6,1,3, , , , , ,7,1,2,4,2,2,2,3,2,5, , , , , ,4,3,2,1,2,3,3,1,9,7, , , , , , , ,6,4,1,2,7,6,10,8, , , , , , , , ,5,5,2,2,11,9,10, , , , , , ,1,8,1,1,3,6,1,5,3, , , , , ,1,3,3,2,1,2,2,2,9,1, , , , , , ,6,2,2,3,1,3,2,6,1, , , , , , , ,5,2,2,2,2,2,2,8, , , , , , , , ,5,1,1,3,2,8,4, , , , , , , , , ,7,2,2,3,7,5, , , , , , , , ,6,2,1,4,3,3,3, , , , , , , , , , ,4,2,11,2,2, , , , , , , , , , ,3,6,5,3,2, , , , , , , , , , , ,2,6,8,2, , , , , , , , , , ,1,5,2,3,2, , , , , , , , , , , , ,7,3,1, , , , , , , , , , , , , ,8,7, , , , , , , , , , , , , , ,10, , , , , , , , , , , , , ,6,2, , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , ,2,2,2, , , , , , , , , , , , ,2,4,2, , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , ,3,3, , , , , , , , , , , , , ,4,4, , , , , , , , , , , , , ,5,5, , , , , , , , , , , , , ,5,6"," , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,4, , , , , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,2, , ,1,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,9, ,6, , ,1,6, , , , , , , , ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , ,3,5, ,7, ,5,6,1, , , , , , , , ,1,3, , ,9, , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,3,2, ,1, ,10,3,8, , , , , , , , ,1,2, ,10,1, , ,5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , ,4,9,1, ,2, ,3,3,2, , , , , , , ,14,2,4,11,1,1,10, ,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , ,2,3,1, , ,2, , ,11,2,7,2,2, ,2,1,2, , , , , , , ,1,1,10,3,6,6,9,9,4,2, , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , ,2, ,1,2,4,4,5,2,14,4,2, ,3,3, ,11,3,2,16,3,1,2,2,1,8, , , , , , ,1,10,1,4,1,3,2,5,20,1, , , , , , , ,4,3, ,1, , , , , , , , , , , , , , , , ,2, ,1, ,1,1,2,1,2,1,2,2,3,2,2,4,3,1,2,7,3,3,5,1,3,3,8, , , ,28,18,16,15,1,1,3,2,3,2,3,4,4, , , ,4, , , ,3,5,2,3,1, , ,2, , , , , ,2,2,2, , , ,2,2, ,1, ,3,6,1,10,13,14,2,4,1,6,2,1,5,7,6,4,2,6,11,1,1,2,7,5,2, ,23,2,1,9,7,4,2,4,9,12,3,1,2,7, , ,5,4,2,2,3,7,2,2,1, ,2,14, ,3,2,2, ,2,1,1,2, , ,1,5,2,2,1,2,2,12,2,1,3,2,8,5,2,2,3,1,3,11,6,2,10,1,11,7,9,2,14,14, ,7,23,26,2,1,1,10,11,10,7,9,2,18,2, ,6,1,6,1,6,11,5,18,8,2, ,1,3,3,5,1,2,2,12,12,3,2, , ,4,5,7,6,1,8,3,2,2,6,7,2,3,5,3,18,19,2,9,5,6,19,2,2,2,3,4,6,10,9,43,2,7,8,5,2,2,5,4,2,1,8,1,6,3,6,3,13,1,9,4,2,2,2,4,13,4,1,1,14,6,2,11,2,7,7,6,3,2,2,9,2,5,3,11,7,3,2,6,2,2,1,14,2,3,7,1,20,9,7,1,4,2,2,1,2,2,11,9,5,2,2,2,1,2,10,8,3,7,5,4,7,10,3,4,1,13,2,13,14,14,3,2,3,1,1,14,13,2,2,3,8,5,8,3,1,2,10,1,14,3,4,4,4,4,2,1,3,1,3,1,1,2,15,1,1,6,3,2,2,1,7,2,16,1,2,5,3,4,5,20,14,12,3,11,4,3,13,6,13,13,17,3,7,16,4,1,2,1,1,1,1,2,2,3,4,7,9,3,4,3,7,2,3,2,2,2,1,13,1,2,2,2,1,4,2,1,1,2,2,4,1,2,2,14,6,11,2,2,2,4,6,3,2,2,1,2,1,2,4,12,5,5,9,2,1,3,1,3,3,1,2,1,5,6,22,2,8,3,5,5,1,3,2,1,1,2,1,3,2,3,4,1,1,3,3,3,3,1,3,3,2,1,4,5,1,2,2,3,6,6,2,7,9,2,2,7,21,3,3,2,5,1,2,9,1,4,2,4,3,16,8,8,13,9,1,2,1,6,4,3,3,3,3,24,1,14,4,5,4,5,3,2,2,1,1,1,4,2,3,4,6,9,8,4,2,3,3,7,3,1,2,6,1,2,2,4,4,10,4,5,3,4,10,7,4,1,1,2,1,1,3,9,2,1,10,1,14,13,15,8,7,5,3,2,2,1,6,1,2,3,2,2,3,8,28,16,9,3,3,3,3,3,3,6,3,6,6,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,5,9,8,11,2,1,1,1,3,1,17,3,2,1,1,2,1,2,2,12,1,2,3,5,7,8"
16,45,Lizards,18055,http://static.nonograms.org/files/nonograms/large/yasherki3_12_1_1p.png,6/10," , , , , , ,1,1,2,7, , , , , ,1,4,2,1,1, , , ,5,6,2,1,1,1,1, ,1,5,3,2,1,2,1,1,1, ,1,1,4,1,1,1,2,5,3, , , , , , ,1,4,2,2, , , , ,3,4,1,4,2,6, , , ,3,4,1,2,5,1,8, , , , ,2,5,5,12,4,2, , , , , ,4,2,1,17,2, , ,7,1,1,4,2,3,9,2,1,5,1,3,2,4,1,4,1,2, , , ,1,17,1,1,3,1,1, , , , ,3,16,5,2,2,1, ,1,1,3,3,2,1,1,1,2, , , , , , , , ,4,1"," , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,3,1,1, , ,2, , , , , , , , , , ,3, , , , , , , , , , ,1, , , , , ,1,1,2,3, , , , , , ,2,3,1,1,2,1,1,1, , ,2,1, ,1, , , ,1,1,2,4, , , , , , , ,3,2, , , , , ,5,3,1,2,1,2,1,1,7,5,2,1,3,1,1,1,1,2,2,2,2,1,2,2, , , ,3,1,3,5,3,1, , , ,1,5,2,1,1,2,4,2, ,1,5,1,1,5,8,11,11,3,6,3,2,2,2,4,6,6,1,6,4,2,4,6,1,6,6,4,1,1,3,1,6,3,3,5,5,6,5,2,1,2,3,2,1,2"
55,40,Suitcase,18152,http://static.nonograms.org/files/nonograms/large/chemodan_12_1_1p.png,5/10," , , , , , ,10, , , , ,1,1,10, ,1,1,5,2,1,3, , , , ,3,8,1, , , , ,2,1,2, , , , , ,2,3, , , , , ,2,3, , , ,2,2,1,1, , , , ,9,1,1, , , ,1,2,2,8, , , ,1,1,5,3, , , , ,3,5,5, , ,1,2,4,2,2, , , ,7,13,3,2, ,2,14,3,1,1,3, , , , ,20,6,5, , , , ,6,12,10, , , , ,6,9,8, , ,2,1,9,1,5, , ,1,1,3,3,5, , ,1,3,4,3,6, , , , ,11,5,8, , ,2,11,6,2,6, ,3,2,7,2,6,6,2,3,5,2,3,2,7,2,3,5,2,2,2,4,2,2,5,2,2,2,4,2,1,5,2,2,2,4, ,5,4,2,3,1,3,2,1,4,2,3,1,4, ,2,4,2,3,1,4,2,4,3,2,2,1,2, ,2,4,3,2,2,3, ,2,5,3,2,2,3,2,5,2,2,2,1,1, ,2,5,2,2,2,3, ,2,5,2,6,1,1, ,2,1,3,2,3,3, ,3,1,4,8,1,2, , , ,4,6,2,9, , ,5,3,1,3,8,2,2,2,1,3,3,3,2,3,2,1,4,2,3, ,8,1,1,5,3,6, , ,1,6,3,5,9,1,2,4,4,3,3,5, ,5,4,7,3,2,2, , ,5,10,3,2,2, , , ,6,8,2,4, , , , ,7,2,5, , , , , ,9,9, , , , ,4,8,8, , , , , ,2,16, , , , , ,3,16, ,6,3,4,1,5,10"," , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,3,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1, , , ,2,2,1,1,1, , , , , , , , , , , , ,3,6,1, , , , , ,2,3, , , , ,9,1,2, ,2,1,1, , ,2,2,2,1,3, , , ,1, , , , , , , , ,5,6,3,2, , ,4, ,3,3, ,4, ,9,7,9,2,2,1,1,1,3, ,1,2,3,1,3,3,1,2,6,3, , , , , , ,3,6,1,7,4,5,5,2,2,1,3,4,3,4,4,5,5,5,2,4,3,1,8,4,14,4,1,5,11,9,9,2,14,14, , , , ,12,22,1,3,6,6,3,3,2,1,2,1,2,2,1,3,9,4,17,15,6,9,4,5,6,7,1,1,9,2,5,1,23,19,3,3,17,11, , ,5,2,14,6,5,4,4,4,2,2,2,2,2,5,4,5,3,10,6,6,18,2,3,9,17,28,1,4,8,15,5,14,5,5,2,3,4,3,9,3,1,1,1,1,1,1,4,7,6,2,3,1,1,4,4,3,3,3,2,2,3,4,9,15,5,6,11,12,6,13,1,1,1,1,1,1,1,1,1,1"
45,35,Puppy,18246,http://static.nonograms.org/files/nonograms/large/shenok84_12_1_1p.png,8/10," , , , , , , , ,3,9,3, , , , , ,1,1,4,5,1,1, , , , , ,1,1,3,8,4,1, , , , , ,2,5,12,2,1,3, , , , , ,2,5,13,2,3,1, , , , , ,1,3,1,3,9,6, , , , , ,1,2,2,6,8,3, , , , , ,1,5,15,1,1,1, , , , ,1,3,1,3,11,2,3, , , , ,3,2,2,1,10,2,1, , , , , ,4,1,5,11,1,1, , , , , ,4,2,2,11,1,1, , , , , ,4,2,4,9,1,1, , , , , , ,7,7,8,1,2, , , , , ,3,3,2,6,1,1, , , , , , , ,5,1,6,2, , , , , ,5,1,1,5,1,2, , , , ,5,3,1,3,2,1,1, , , , ,5,3,3,1,2,1,2, , , , ,1,7,5,1,1,1,3, , , ,1,2,2,9,1,1,2,3, , , ,2,1,3,3,1,1,2,4, , , , ,1,2,1,7,2,4,4, , , , ,4,1,3,1,3,2,2, , , , ,2,1,2,2,2,2,2, , , , ,1,1,2,4,1,1,1, , , ,1,1,2,1,5,1,2,1, , , , ,1,2,3,1,6,1,1, , , , , , ,3,3,2,8,1, , , , ,2,3,1,2,1,7,1, , , ,1,1,1,1,1,1,5,1, , ,1,1,1,1,1,2,2,2,2, , , ,2,2,1,2,2,1,2,1, , , ,2,2,2,1,1,2,2,1, , , ,1,2,2,1,1,2,5,1, , , ,1,2,2,1,1,2,3,1, ,1,2,2,2,1,3,1,3,1,2, , ,1,3,2,2,1,2,1,2,2, , , ,1,6,2,1,2,1,1,2, , ,1,2,1,1,1,2,1,2,1, , ,2,2,1,1,2,4,1,1,1, ,1,1,1,2,2,2,1,3,2,1, , , ,3,1,1,2,3,2,1,1,2,6,2,1,1,1,1,1,2,1,1, , , , , , ,3,4,6,5,7"," , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3, , ,3, , , , , , ,6,6,1, , , , , , , , , , , , , , ,2, , , , , , ,1,12, , ,1,3,6, , , ,1,1,3,3,5, , , , , , , , , ,2, ,1, ,1,1,6,3,1, , ,2,2,1,11,2,4,2, , ,2,10,1,1,2,3, , , , , , , , ,12,8,3,1, ,2,4,3,2,1, ,8,6,2,15,5,2,4,2,3, ,7,1,1,2,4,3,6, , , , , , , ,3,1,4,2,1,1,5,1,2,1,1,2,5,1,2,5,4,3,1,1,2,1,1,1,1,1,3,8, , ,12, ,20,15,14,8,2,3,9,4,4,4,7,6,1,6,3,2,3,2,3,3,3,1,11,1,1,1,2,2,2,3,3,14,11,3, ,3,8,6,2,6,3,4,4,3,1,2,3,6,7,14,2,3,8,3,1,1,17,6,3,2,3,4,2,2,8,4,3,2,4,18,3,4,1,1,2,4,3,12,6,2,1,2,4,4,2,2,1,2,3,1,4,2,2,1,2,3,8,3,1,1,2,1,1,8,12,3,1,2,1,2,3,4,1,1,1,4,1,9,1"
20,41,Airship,18325,http://static.nonograms.org/files/nonograms/large/dirizhabl2_12_1_1p.png,3/10," , , , , , , , , ,13, , , , , , , , , ,21, , , , , , , , ,26,3, , , , , , , , ,33,4, , , , , , , , , ,39, , , , , , , , , ,40, , , , , , , , , ,39, , , , , , , , , ,39, , , , , , , , , ,40, , , , , , , , , ,40, , , , , , , , , ,40, , , , , , , , , ,39, , , , , , , , , ,38, , , , , , , , ,29,4, , , , , , , , ,27,3, , , , , , , , ,22,1, , , , , , ,16,1,1,1,2,1,1,1,1,1,1,1,1,4, , , , , , ,11,3,3,1, , , , , , , , ,13,1"," , , , , , , , , , , , , ,17, ,17, ,17, ,17, ,17, ,16, ,16, , , , ,13, ,13,11,10, , , , ,4,2,5,7,9,10,11,12,14,14,14,14,15,18,19,2,20,2,20,2,20,2,20,2,20,1,19,2,18,14,14,17,1,16,1,1,5,9,9,11,13,7,5"
18,18,Equilibrium,3,http://static.nonograms.org/files/nonograms/large/balance_12_1_1p.png,4/10," , ,6, , ,10,2,1,4,2,1,3,2,1,5,2,1,5,2,2,7, ,2,12, ,2,11, ,2,9,2,3,7,2,5,6,2,5,5,2,5,5,2,3,5, ,2,5, , ,10, , ,6"," , , , , , ,2,3,2,2, , , , , , , , , , , , , ,1,5,3,2,3,2,3, , , , , , , , ,3,2,2,3,5,5,5,3,3,5, , , , , , ,6,10,3,2,2,1,2,2,2,2,3,4,16,16,14,11,10,6"
33,41,Gas mask,18326,http://static.nonograms.org/files/nonograms/large/protivogaz2_12_1_1p.png,4/10," , , , ,13, , , , ,16, , , , ,19, , , , ,21, , , , ,23, , , ,19,3, , , ,18,3, , , ,17,2, , , ,18,2, , ,11,5,3, , ,10,5,4, ,8,5,5,6, ,9,13,3,2,9,13,2,1,1, ,10,17,1,2, ,11,17,2,1, , ,30,2,1, , ,29,4,1, , , ,30,2, ,21,2,1,2, ,19,1,2,3, ,19,1,4,3, , ,17,4,4, ,17,1,1,4, , , ,16,4, , , , ,24, , , , ,21, , , , ,18, , , , ,14, , , , ,12, , , , ,11, , , , ,9, , , , ,5"," , , , , , , , , , , , , , , , , , , , , , , ,3, ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,8,3,1, , , , , , , , ,1,1,1,1, , , ,3, , , , , , , , ,11,10,9,9,9,10,11, , ,7,6,4,10,8,1,9,1,14,12,7,5,3,3,1,5,2,2,1,1,2,3, ,5,14,16,19,22,22,24,26,26,13,13,12,12,13,15,17,32,32,24,23,22,9,8,7,7,6,4,6,5,6,8,2,2,1,2,3,2,2,3,1,4"
15,20,Shepherd,18327,http://static.nonograms.org/files/nonograms/large/pastushok_12_1_1p.png,5/10," , , , , ,1,3, , , , , ,3,3, , ,2,4,1,2,2,3,2,2,2,1,2,1, , , ,7,1,1,3, , , ,1,3,4,3, , ,1,2,1,1,4,1,1,1,1,2,2,2, , , , , ,10,4, , ,1,2,1,1,2, , , ,1,1,2,2, , , , ,2,1,3, , , ,2,1,2,1, , , , ,6,3,1, , , , , ,7,1"," , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , ,1,2,2, ,1, , , , , , , ,2,4,3,1,2, ,1,4,1,1,1,2,3,2,3,3, , ,2,5,1,2,2,7,1,6,1,3,1,1,1,2,3,4,4,3,3,3,4,2,2,1,1,1,2,2,1,1,1,1,2,2,2,5,3,4"
16,19,Cup of tea,18328,http://static.nonograms.org/files/nonograms/large/chashka_chaya4_12_1_1p.png,4/10," , , , ,9, , , ,2,2, , , ,10,3, ,1,8,1,1, ,1,7,4,1, ,1,3,1,1, , , ,14,1, ,1,1,5,2, ,3,1,1,7,1,1,1,6,1, ,1,2,6,1, ,1,2,6,1, , ,2,7,2, , , ,3,3, , , , ,11, , , , ,7"," , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,1,3,1,3,1, , , , ,1, , , , , , , ,2,5,3,1,3,1,3,1,1, , ,1,1, , , , , , ,1,1,1,1,2,1,2,3,2,2,1,1,3, , , ,1,1,9,2,2,1,2,4,3,4,7,7,7,7,2,1,1, ,4,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,4,5"
25,40,Bird,18329,http://static.nonograms.org/files/nonograms/large/ptichka46_12_1_1p.png,6/10," , , , , , ,6, , , , , , ,8, , , , , , ,10, , , , ,3,1,7, , , , ,1,7,3, , , , , ,9,3, , , , , ,5,3, , , , , ,4,6, , , ,3,2,3,2, , ,1,1,2,2,2, ,1,1,2,4,3,2, ,1,2,2,3,2,1,1,2,2,2,2,1,1, ,2,2,2,2,2,3, ,2,4,4,2,2,3, , ,1,3,2,1,3, , , , ,2,6,2, , , , ,2,7,5, , , , ,3,10,2, , ,2,3,5,2,2, , , , ,14,13,3, , , ,2,20,6,3, , , , ,24,6,2, , , ,3,20,7,1, , , , ,6,8,6"," , , , , ,2, ,3, , , , ,3,2,1,1,1,2,3,3, , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,1,5,12,4, ,6,5,5,1,3,3,1,2,4,2,2,2, , ,1,1,3,3, , , , , , , , , , , , , , ,1,1,2,5,2,2,2,6,1,1,1,3,2,2,2,2,3,1,1,2,2,2,1,1,2,2,2, , , , , , , , , , , , ,1,2,1,5,4,4,3,1,2,2,1,2,3,2,2,4,4,3,2,2,1,2,2,3,3,1,2,1,3,2,1,1,1,1,1,1,2,1,2, ,1,1,2,4,4,1,1,5,7,6,6,4,4,4,5,4,4,4,5,5,8,7,6,2,2,2,1,3,3,3,3,3,2,2,3,2,2,2,1,3"
